Frota veiculos novembro 2020,,,,,,,,,,,,,,,,,,,,,,,
,,"  107,585,150 ",,,,,,,,,,,,,,,,,,,,,
UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
PE,CORTES,2119,836,0,186,2,136,25,0,7,54,683,36,40,0,93,14,0,0,0,0,1,6
PE,CUMARU,3945,1108,0,197,5,274,63,0,14,117,2006,100,18,0,32,6,0,0,0,0,0,5
PE,CUPIRA,9275,3436,0,313,22,661,192,0,45,104,3290,884,25,0,241,27,0,0,0,0,1,34
PE,CUSTODIA,12028,4158,0,422,26,1013,122,0,116,123,5263,520,44,0,120,40,0,0,0,0,15,46
PE,DORMENTES,5314,1084,0,341,30,369,22,0,12,26,3101,184,45,0,44,50,0,0,0,0,1,5
PE,ESCADA,18476,7093,0,394,123,726,367,2,215,87,7662,1089,174,0,313,155,0,0,0,1,6,69
PE,EXU,9031,2536,0,320,16,843,81,0,6,14,4801,241,41,0,91,16,0,3,0,0,1,21
PE,FEIRA NOVA,6763,1728,0,287,49,377,222,0,352,70,3240,276,28,0,69,49,0,0,0,0,1,15
PE,FERNANDO DE NORONHA,1382,495,0,12,2,125,46,0,57,24,393,110,10,0,48,2,1,0,0,0,8,49
PE,FERREIROS,3232,950,0,95,14,167,59,0,21,2,1613,188,51,0,55,14,0,0,0,0,0,3
PE,FLORES,5365,1681,0,135,16,408,57,0,20,65,2784,101,23,0,49,23,0,0,0,0,0,3
PE,FLORESTA,9832,2762,0,517,17,867,84,0,230,45,4569,483,33,0,117,30,42,0,0,0,6,30
PE,FREI MIGUELINHO,4480,1625,0,266,53,413,88,0,6,141,1619,137,26,0,40,59,0,0,0,0,0,7
PE,GAMELEIRA,3386,1550,0,86,1,144,70,0,116,17,1117,87,65,0,120,2,0,0,0,0,2,9
PE,GARANHUNS,58120,27566,0,1789,229,4143,1094,0,554,339,17656,2778,154,0,631,638,1,0,0,0,18,530
PE,GLORIA DO GOITA,7067,2042,0,246,34,421,117,1,113,75,3500,324,69,0,54,53,0,0,0,1,0,17
PE,GOIANA,29795,11093,0,813,179,1396,861,0,987,245,11116,1976,189,0,569,206,0,2,0,2,4,157
PE,GRANITO,1623,323,0,36,0,129,9,0,0,1,1073,21,14,0,12,1,0,0,0,0,1,3
PE,GRAVATA,35791,12028,0,1067,133,2434,657,0,733,153,14447,3237,104,0,426,167,1,1,0,3,14,186
PE,IATI,2981,898,0,104,7,294,27,0,1,56,1455,54,32,0,15,32,0,0,0,0,0,6
PE,IBIMIRIM,6552,2091,0,213,5,750,90,0,69,68,2979,149,25,0,79,10,0,0,0,0,7,17
PE,IBIRAJUBA,1582,569,0,51,2,106,16,0,8,16,680,104,11,0,11,7,0,0,0,0,0,1
PE,IGARASSU,31457,16696,0,1028,298,1613,1794,0,520,135,7239,369,550,0,680,374,1,0,0,4,34,122
PE,IGUARACI,2609,853,0,143,3,188,31,0,17,30,1246,47,35,0,12,0,0,0,0,0,1,3
PE,ILHA DE ITAMARACA,4855,2338,0,84,3,308,344,0,335,18,1202,58,21,0,110,14,0,0,0,0,2,18
PE,INAJA,3115,832,0,81,0,322,29,0,15,24,1674,84,18,0,21,1,0,0,0,0,6,8
PE,INGAZEIRA,1009,314,0,38,0,76,10,0,11,18,502,22,8,0,10,0,0,0,0,0,0,0
PE,IPOJUCA,24286,11425,0,825,348,1235,1051,7,1121,344,5734,225,477,0,839,405,6,1,0,1,47,195
PE,IPUBI,7233,1604,0,303,70,441,34,0,3,23,4389,180,41,0,37,86,0,0,0,0,0,22
PE,ITACURUBA,766,287,0,25,1,87,10,0,1,7,315,12,6,0,13,0,0,0,0,0,2,0
PE,ITAIBA,6023,1419,0,179,3,528,41,0,15,55,3572,139,27,0,33,4,0,0,0,0,1,7
PE,ITAMBE,15532,3621,0,409,19,691,182,0,63,47,8361,1774,168,0,140,21,0,1,0,0,9,26
PE,ITAPETIM,3693,1109,0,95,3,266,18,0,41,8,1929,183,12,0,21,3,0,1,0,0,1,3
PE,ITAPISSUMA,4532,2347,0,129,22,225,398,0,130,40,889,45,26,0,76,186,0,0,0,1,0,18
PE,ITAQUITINGA,2990,1022,0,45,2,127,112,0,78,30,1387,110,47,0,25,2,0,0,0,0,0,3
PE,JABOATAO DOS GUARARAPES,212214,112103,0,5656,1653,10819,9051,21,2607,787,58030,2103,2202,0,3073,2167,4,9,0,13,172,1744
PE,JAQUEIRA,1847,613,0,61,0,119,48,0,4,12,838,92,29,0,25,1,0,0,0,0,0,5
PE,JATAUBA,4041,931,0,205,11,478,29,0,3,238,1976,103,17,0,23,12,0,0,0,0,0,15
PE,JATOBA,2274,754,0,58,1,130,19,0,57,32,1004,160,17,0,34,4,0,0,0,0,1,3
PE,JOAO ALFREDO,7610,2315,0,274,4,786,163,0,48,628,3070,213,32,0,40,6,0,0,0,0,0,31
PE,JOAQUIM NABUCO,2678,973,0,90,1,110,46,0,47,19,1091,106,70,0,109,5,0,1,0,0,4,6
PE,JUCATI,2831,1079,0,128,6,183,15,0,2,32,1216,113,32,0,11,13,0,0,0,0,0,1
PE,JUPI,4840,1974,0,258,8,324,47,0,4,52,1785,256,65,0,31,24,0,0,0,0,1,11
PE,JUREMA,2795,1158,0,92,0,212,43,0,3,54,1025,162,17,0,13,8,0,0,0,0,0,8
PE,LAGOA DO CARRO,3777,1413,0,115,3,233,250,0,209,12,1350,99,24,0,51,6,0,0,0,0,3,9
PE,LAGOA DO ITAENGA,6167,1782,0,438,15,323,163,0,231,56,2647,180,71,0,215,21,0,0,0,0,1,24
PE,LAGOA DO OURO,2654,524,0,48,2,208,15,0,1,33,1727,53,18,0,4,13,0,0,0,0,2,6
PE,LAGOA DOS GATOS,3420,1095,0,113,3,297,49,0,5,43,1516,235,8,0,48,5,0,0,0,0,1,2
PE,LAGOA GRANDE,4785,1478,0,177,5,444,30,0,24,9,2350,141,22,0,76,12,0,0,0,0,6,11
PE,LAJEDO,17609,7066,0,676,37,1308,224,0,165,118,5784,1731,67,0,200,150,0,1,0,0,9,73
PE,LIMOEIRO,20437,6500,0,580,41,1123,874,2,1108,156,8473,1100,89,0,229,76,0,0,0,0,4,82
PE,MACAPARANA,8188,2228,0,219,3,565,101,0,18,14,4531,351,48,0,80,4,0,0,0,0,5,21
PE,MACHADOS,3727,1065,0,181,19,333,69,0,34,51,1784,52,21,0,25,85,0,0,0,0,2,6
PE,MANARI,2504,541,0,69,3,210,18,0,3,21,1566,32,12,0,15,5,0,0,0,0,0,9
PE,MARAIAL,2083,574,0,122,1,93,30,0,4,27,979,124,32,0,71,17,0,0,0,0,1,8
PE,MIRANDIBA,2942,920,0,132,14,280,26,0,28,8,1427,50,12,0,11,23,0,0,0,0,2,9
PE,MOREILANDIA,1944,417,0,65,0,192,12,0,1,7,1205,25,10,0,6,0,0,0,0,0,0,4
PE,MORENO,17810,7887,0,787,78,958,576,0,223,194,6289,174,174,0,251,107,0,0,0,35,3,74
PE,NAZARE DA MATA,8193,3669,0,237,7,425,248,0,406,29,2594,321,64,0,141,18,0,0,0,0,1,33
PE,OLINDA,146546,81498,0,2996,391,6833,5388,15,1583,416,41080,1481,1342,0,1900,574,13,8,0,3,89,936
PE,OROBO,6662,2483,0,234,8,499,126,0,35,226,2717,181,91,0,32,19,0,0,0,0,0,11
PE,OROCO,3390,851,0,101,0,234,13,0,18,5,2076,48,14,0,27,1,0,0,0,0,1,1
PE,OURICURI,24076,5628,0,694,52,1406,172,0,131,51,14740,652,119,0,261,73,4,0,0,0,12,81
PE,PALMARES,22788,7515,0,542,51,1009,265,0,356,160,9659,1906,226,0,922,68,0,2,0,0,17,90
PE,PALMEIRINA,1422,412,0,23,0,81,6,0,2,20,800,56,6,0,5,6,0,0,0,0,3,2
PE,PANELAS,4501,2071,0,118,3,432,93,0,3,86,1294,289,28,0,66,11,0,0,0,0,1,6
PE,PARANATAMA,2871,1111,0,158,2,218,25,0,1,38,1183,74,35,0,8,10,0,0,0,0,0,8
PE,PARNAMIRIM,5546,1285,0,291,9,340,29,0,16,12,3334,142,33,0,31,14,0,0,0,0,4,6
PE,PASSIRA,7577,2173,0,312,10,500,139,0,134,164,3777,238,37,0,60,13,0,0,0,0,2,18
PE,PAUDALHO,15066,5588,0,594,52,672,501,0,442,53,6512,290,93,0,169,49,0,0,0,0,6,45
PE,PAULISTA,106871,62783,0,1804,291,4417,5132,0,924,409,27250,1208,359,0,1397,398,5,2,0,1,54,437
PE,PEDRA,4107,1447,0,185,0,469,47,0,41,75,1708,59,25,0,31,9,0,0,0,0,5,6
PE,PESQUEIRA,21016,7751,0,804,81,1635,339,0,412,191,8019,1173,164,0,208,145,0,2,0,0,8,84
PE,PETROLANDIA,10483,3138,0,383,15,877,104,0,439,38,4561,641,76,0,145,36,0,0,0,0,3,27
PE,PETROLINA,154900,60511,0,4559,309,12351,2585,7,2530,297,59174,6956,641,0,2944,1014,14,2,0,3,45,958
PE,POCAO,3975,1039,0,71,3,230,32,0,10,58,2374,112,14,0,24,2,0,0,0,0,0,6
PE,POMBOS,8249,2829,0,490,42,698,118,0,240,67,2969,547,62,0,107,39,0,1,0,0,5,35
PE,PRIMAVERA,2058,811,0,97,11,142,32,0,4,17,673,54,49,0,140,15,0,0,0,0,2,11
PE,QUIPAPA,2910,1108,0,106,2,243,54,0,6,37,1128,123,47,0,39,11,0,0,0,0,0,6
PE,QUIXABA,3298,601,0,56,5,350,25,0,15,27,2136,50,14,0,11,5,0,0,0,0,0,3
PE,RECIFE,705553,399181,0,19305,3395,42660,36131,7,6779,2437,152550,8630,4055,1,9630,6096,36,68,0,217,499,13876
PE,RIACHO DAS ALMAS,6780,2403,0,403,31,531,96,1,4,127,2778,247,30,0,57,48,0,0,0,1,2,21
PE,RIBEIRAO,9545,4310,0,272,8,413,187,0,348,55,3307,213,115,0,274,14,0,0,0,0,0,29
PE,RIO FORMOSO,4583,2093,0,121,6,194,270,0,139,71,1328,50,83,0,194,24,0,0,0,0,3,7
PE,SAIRE,2558,963,0,105,1,218,46,0,6,15,1073,83,21,0,17,5,0,0,0,0,1,4
PE,SALGADINHO,1137,307,0,18,1,81,13,0,11,63,597,25,6,0,7,6,0,0,0,0,1,1
PE,SALGUEIRO,27078,8543,0,571,109,1767,245,0,623,75,12685,1657,94,0,363,191,1,1,0,1,14,138
PE,SALOA,3091,1053,0,79,9,275,20,0,2,54,1470,65,15,0,15,22,0,0,0,0,0,12
PE,SANHARO,5238,1833,0,166,14,420,66,0,50,43,2148,356,59,0,36,32,0,1,0,0,4,10
PE,SANTA CRUZ,3225,622,0,188,7,213,13,0,1,16,2041,64,30,0,15,8,0,0,0,0,0,7
PE,SANTA CRUZ DA BAIXA VERDE,4421,877,0,234,36,343,42,0,6,24,2669,65,13,0,25,76,0,0,0,0,0,11
PE,SANTA CRUZ DO CAPIBARIBE,57920,16436,0,1073,128,3823,879,0,218,428,25107,8460,71,0,702,195,1,0,0,0,1,398
PE,SANTA FILOMENA,2678,431,0,145,8,190,8,0,0,11,1783,27,38,0,23,11,0,0,0,0,0,3
PE,SANTA MARIA DA BOA VISTA,10190,2738,0,312,3,802,78,0,46,23,5829,157,84,0,83,16,0,0,0,0,0,19
PE,SANTA MARIA DO CAMBUCA,3820,1400,0,237,8,195,40,0,9,125,1594,147,33,0,15,11,0,0,0,0,0,6
PE,SANTA TEREZINHA,2632,805,0,91,7,274,24,0,2,14,1267,122,9,0,7,6,0,0,0,0,1,3
PE,SAO BENEDITO DO SUL,1472,541,0,34,0,86,45,0,0,16,661,48,17,0,18,2,0,0,0,0,2,2
PE,SAO BENTO DO UNA,15992,4700,0,1113,166,1254,181,0,110,94,6930,761,135,0,120,368,0,0,0,0,3,57
PE,SAO CAITANO,11873,4015,0,448,32,563,172,0,253,279,5153,595,46,0,221,60,0,0,0,0,2,34
PE,SAO JOAO,4901,1804,0,155,6,351,56,0,9,75,2177,161,39,0,29,25,0,0,0,0,0,14
PE,SAO JOAQUIM DO MONTE,4075,1419,0,89,0,292,66,0,8,53,1854,202,29,0,47,6,0,0,0,0,0,10
PE,SAO JOSE DA COROA GRANDE,3809,1648,0,85,5,220,89,0,235,29,1151,135,41,0,140,7,0,1,0,0,2,21
PE,SAO JOSE DO BELMONTE,10029,3150,0,355,24,912,69,0,41,40,4857,318,82,0,89,53,0,0,0,0,3,36
PE,SAO JOSE DO EGITO,13511,4686,0,515,63,1146,161,0,157,59,5770,577,77,0,120,140,0,1,0,0,3,36
PE,SAO LOURENCO DA MATA,27110,14098,0,458,75,1222,1348,3,472,103,7898,265,560,0,396,113,0,0,0,0,15,84
PE,SAO VICENTE FERRER,4804,1346,0,195,5,507,65,0,10,13,2376,224,28,0,13,4,0,0,0,0,0,18
PE,SERRA TALHADA,41137,12973,0,1580,206,2699,426,0,629,153,18927,2333,103,0,514,369,4,0,0,1,20,200
PE,SERRITA,3311,908,0,105,2,243,23,0,21,11,1826,107,15,0,25,9,0,0,0,0,3,13
PE,SERTANIA,16778,4380,0,502,23,905,136,0,116,96,9775,585,62,0,128,46,1,0,0,0,5,18
PE,SIRINHAEM,7016,3324,0,242,14,317,388,0,124,58,1940,99,105,0,344,18,0,0,0,0,2,41
PE,SOLIDAO,1189,292,0,23,1,98,15,0,6,8,674,28,9,0,32,1,0,0,0,0,0,2
PE,SURUBIM,28032,9671,0,955,181,2256,481,0,411,721,10760,1727,135,0,309,267,0,1,0,0,8,149
PE,TABIRA,12554,3919,0,298,8,877,92,0,62,53,6054,768,50,0,309,23,0,0,0,1,8,32
PE,TACAIMBO,3266,1169,0,131,2,226,49,0,32,48,1392,146,22,0,34,8,0,0,0,0,0,7
PE,TACARATU,3260,751,0,69,11,313,22,0,24,51,1703,259,11,0,29,12,0,0,0,0,0,5
PE,TAMANDARE,4907,1930,0,78,4,273,147,0,236,39,1733,226,35,0,172,6,0,1,0,1,6,20
PE,TAQUARITINGA DO NORTE,9352,3619,0,358,12,705,122,0,22,115,3228,900,50,0,137,21,0,1,0,0,1,61
PE,TEREZINHA,1642,476,0,31,0,111,7,0,0,14,928,35,19,0,10,7,0,0,0,0,1,3
PE,TERRA NOVA,2540,741,0,86,1,142,12,0,5,3,1471,43,11,0,18,7,0,0,0,0,0,0
PE,TIMBAUBA,27228,7172,0,632,55,1415,413,0,233,44,14075,2531,136,0,340,98,0,0,0,0,3,81
PE,TORITAMA,17450,6353,0,350,18,1356,269,0,30,82,5937,2624,42,0,200,26,0,1,0,0,5,157
PE,TRACUNHAEM,2453,1027,0,52,2,101,98,0,89,31,949,49,20,0,30,1,0,0,0,0,0,4
PE,TRINDADE,10654,2480,0,425,173,606,87,0,46,66,5724,706,19,0,80,204,0,0,0,0,6,32
PE,TRIUNFO,7457,1700,0,258,8,694,76,0,13,39,4424,159,16,0,32,17,0,0,0,0,3,18
PE,TUPANATINGA,4780,1309,0,165,5,359,31,0,32,57,2655,96,33,0,21,7,0,0,0,0,0,10
PE,TUPARETAMA,3803,1141,0,121,13,220,41,0,31,45,1902,222,21,0,25,17,0,0,0,0,0,4
PE,VENTUROSA,3898,1471,0,207,9,539,61,0,85,57,1228,172,16,0,28,16,0,0,0,0,0,9
PE,VERDEJANTE,2151,603,0,74,1,127,24,0,25,11,1196,43,18,0,15,10,0,0,0,0,1,3
PE,VERTENTE DO LERIO,2963,869,0,88,2,141,19,0,15,128,1606,61,20,0,10,2,0,0,0,0,1,1
PE,VERTENTES,5591,2289,0,234,3,402,94,0,8,89,2040,315,29,0,59,5,0,0,0,0,1,23
PE,VICENCIA,7093,2951,0,324,8,492,147,0,63,26,2691,194,90,0,78,14,0,0,0,0,1,14
PE,VITORIA DE SANTO ANTAO,58421,20606,0,2496,362,3517,1142,1,1097,182,21809,5367,401,0,659,443,0,2,0,0,11,326
PE,XEXEU,2224,931,0,84,12,83,40,0,16,22,846,83,44,0,48,8,0,0,0,0,0,7
PI,ACAUA,1969,343,0,142,0,259,13,0,0,30,1128,20,33,0,0,1,0,0,0,0,0,0
PI,AGRICOLANDIA,1680,305,0,24,0,91,7,0,1,3,1028,209,8,0,2,0,0,0,0,0,0,2
PI,AGUA BRANCA,12627,2274,0,206,10,653,73,0,16,22,7951,1275,24,0,69,13,0,0,0,1,5,35
PI,ALAGOINHA DO PIAUI,1514,495,0,66,0,263,12,0,0,5,550,97,5,0,18,1,0,0,0,0,0,2
PI,ALEGRETE DO PIAUI,597,170,0,46,1,60,4,0,0,4,266,33,4,0,6,1,0,0,0,0,0,2
PI,ALTO LONGA,2905,513,0,59,0,205,17,0,3,13,1903,149,36,0,3,0,0,0,0,0,2,2
PI,ALTOS,15265,3627,0,344,37,807,109,0,77,22,8606,1355,83,0,77,76,0,0,0,0,9,36
PI,ALVORADA DO GURGUEIA,997,224,0,25,2,78,5,0,1,4,563,75,10,0,5,4,0,0,0,0,1,0
PI,AMARANTE,5092,880,0,89,4,315,38,0,42,18,3369,282,27,0,11,3,1,0,0,0,2,11
PI,ANGICAL DO PIAUI,2085,356,0,32,4,134,13,1,6,4,1216,291,10,0,4,8,0,0,0,0,6,0
PI,ANISIO DE ABREU,1793,496,0,52,3,241,19,0,1,19,907,33,18,0,2,0,0,0,0,0,0,2
PI,ANTONIO ALMEIDA,803,133,0,25,6,70,4,0,0,4,464,67,7,0,9,14,0,0,0,0,0,0
PI,AROAZES,1177,286,0,22,0,69,10,0,4,11,628,134,11,0,2,0,0,0,0,0,0,0
PI,AROEIRAS DO ITAIM,690,106,0,22,0,32,7,0,0,0,479,31,13,0,0,0,0,0,0,0,0,0
PI,ARRAIAL,817,129,0,13,2,55,5,0,1,2,550,49,4,0,1,4,0,0,0,0,1,1
PI,ASSUNCAO DO PIAUI,657,144,0,12,0,129,7,0,0,0,350,11,4,0,0,0,0,0,0,0,0,0
PI,AVELINO LOPES,1814,332,0,34,1,255,55,0,0,11,934,175,8,0,1,1,0,0,0,0,1,6
PI,BAIXA GRANDE DO RIBEIRO,3010,456,0,144,108,308,22,0,1,5,1274,337,29,0,17,298,0,1,0,0,2,8
PI,BARRA D'ALCANTARA,1032,188,0,21,0,73,12,0,1,3,497,228,5,0,4,0,0,0,0,0,0,0
PI,BARRAS,13031,2042,0,177,7,632,79,0,27,26,8100,1735,115,0,31,17,4,0,0,0,20,19
PI,BARREIRAS DO PIAUI,311,61,0,6,1,42,2,0,0,2,181,13,2,0,0,1,0,0,0,0,0,0
PI,BARRO DURO,2465,413,0,55,0,169,14,0,1,6,1593,196,6,0,4,0,0,0,0,1,4,3
PI,BATALHA,4386,885,0,102,2,331,35,0,12,20,2476,466,24,0,17,3,0,0,0,0,2,11
PI,BELA VISTA DO PIAUI,707,193,0,22,1,122,20,0,0,2,310,27,8,0,2,0,0,0,0,0,0,0
PI,BELEM DO PIAUI,525,193,0,47,0,57,4,0,0,3,181,33,3,0,3,0,0,0,0,0,0,1
PI,BENEDITINOS,2452,337,0,42,4,170,16,0,2,4,1570,280,15,0,5,7,0,0,0,0,0,0
PI,BERTOLINIA,1399,286,0,26,12,114,7,0,1,11,826,73,13,0,11,18,0,0,0,1,0,0
PI,BETANIA DO PIAUI,1429,333,0,119,2,244,11,0,0,30,645,12,23,0,3,2,0,0,0,0,3,2
PI,BOA HORA,1182,200,0,27,1,87,6,1,0,3,720,122,12,0,1,1,0,0,0,0,0,1
PI,BOCAINA,1474,391,0,13,0,124,13,0,3,8,790,124,4,0,0,0,0,0,0,0,1,3
PI,BOM JESUS,13109,2350,0,395,132,1445,139,0,5,19,6355,1699,33,0,172,245,0,1,0,0,6,113
PI,BOM PRINCIPIO DO PIAUI,1092,236,0,15,0,77,16,0,0,4,658,62,13,0,10,0,0,1,0,0,0,0
PI,BONFIM DO PIAUI,1216,170,0,47,0,316,16,0,0,6,621,24,10,0,6,0,0,0,0,0,0,0
PI,BOQUEIRAO DO PIAUI,1416,380,0,19,0,60,7,0,3,4,765,168,7,0,2,0,0,0,0,0,1,0
PI,BRASILEIRA,2196,460,0,33,1,96,7,0,12,8,1063,487,9,0,10,1,0,0,0,0,2,7
PI,BREJO DO PIAUI,751,166,0,10,0,115,9,0,0,8,373,65,3,0,2,0,0,0,0,0,0,0
PI,BURITI DOS LOPES,4531,1009,0,72,1,227,32,0,2,15,2751,366,24,0,15,0,0,0,0,0,1,16
PI,BURITI DOS MONTES,524,179,0,19,0,100,10,0,0,11,188,8,5,0,1,0,0,0,0,0,0,3
PI,CABECEIRAS DO PIAUI,1906,399,0,32,3,108,4,0,4,4,1099,218,27,0,3,4,0,0,0,0,1,0
PI,CAJAZEIRAS DO PIAUI,558,66,0,6,0,30,0,0,3,0,407,40,3,0,3,0,0,0,0,0,0,0
PI,CAJUEIRO DA PRAIA,1527,276,0,19,0,113,13,0,0,5,972,102,16,0,4,0,0,0,0,0,0,7
PI,CALDEIRAO GRANDE DO PIAUI,745,298,0,53,3,89,5,0,0,17,240,13,15,0,2,7,0,0,0,0,0,3
PI,CAMPINAS DO PIAUI,1005,220,0,12,0,134,12,0,2,5,561,54,2,0,2,0,0,0,0,0,0,1
PI,CAMPO ALEGRE DO FIDALGO,929,309,0,45,0,165,17,0,0,9,347,32,5,0,0,0,0,0,0,0,0,0
PI,CAMPO GRANDE DO PIAUI,1518,442,0,58,7,158,22,0,0,15,700,90,5,0,9,9,0,0,0,0,0,3
PI,CAMPO LARGO DO PIAUI,587,139,0,12,0,41,4,0,1,4,330,49,6,0,0,0,0,1,0,0,0,0
PI,CAMPO MAIOR,26927,4897,0,512,19,1238,222,1,188,44,14978,4427,109,0,132,34,1,0,0,0,62,63
PI,CANAVIEIRA,268,49,0,5,0,30,2,0,0,4,169,6,1,0,2,0,0,0,0,0,0,0
PI,CANTO DO BURITI,5966,1340,0,129,23,578,41,0,1,42,3348,363,26,0,24,28,0,0,0,0,1,22
PI,CAPITAO DE CAMPOS,2659,627,0,45,1,148,23,0,7,6,1488,277,15,0,11,2,0,0,0,0,4,5
PI,CAPITAO GERVASIO OLIVEIRA,481,149,0,30,1,86,9,0,0,4,163,29,8,0,0,2,0,0,0,0,0,0
PI,CARACOL,1694,402,0,75,3,172,22,0,0,8,893,105,7,0,2,2,0,0,0,0,0,3
PI,CARAUBAS DO PIAUI,1069,200,0,30,0,101,7,0,2,3,645,67,9,0,3,0,0,1,0,0,0,1
PI,CARIDADE DO PIAUI,692,220,0,32,1,92,4,0,0,1,317,9,9,0,6,1,0,0,0,0,0,0
PI,CASTELO DO PIAUI,4743,747,0,82,10,374,39,0,3,18,3097,309,25,0,10,17,0,0,0,0,2,10
PI,CAXINGO,873,168,0,21,0,70,5,0,0,5,531,57,10,0,2,0,0,1,0,0,0,3
PI,COCAL,6859,1610,0,212,10,767,41,0,1,28,3044,1013,44,0,24,11,0,0,0,0,6,48
PI,COCAL DE TELHA,1331,275,0,12,0,65,4,1,5,4,738,214,9,0,3,0,0,0,0,0,0,1
PI,COCAL DOS ALVES,1050,330,0,10,0,159,10,0,0,18,362,147,4,0,4,1,0,0,0,0,0,5
PI,COIVARAS,925,134,0,13,0,40,2,0,6,3,679,35,8,0,4,0,0,0,0,1,0,0
PI,COLONIA DO GURGUEIA,1120,291,0,23,2,85,10,1,0,15,613,59,3,0,13,2,0,0,0,1,1,1
PI,COLONIA DO PIAUI,1645,330,0,19,1,109,10,0,1,7,1050,101,10,0,6,1,0,0,0,0,0,0
PI,CONCEICAO DO CANINDE,712,213,0,18,1,110,8,0,1,4,335,12,5,0,2,2,0,0,0,0,0,1
PI,CORONEL JOSE DIAS,997,161,0,26,0,113,7,0,0,13,612,55,8,0,2,0,0,0,0,0,0,0
PI,CORRENTE,9738,1650,0,596,83,888,106,0,3,47,4845,1226,90,0,64,106,0,0,0,1,1,32
PI,CRISTALANDIA DO PIAUI,914,199,0,27,0,94,4,0,0,6,480,93,4,0,7,0,0,0,0,0,0,0
PI,CRISTINO CASTRO,2508,571,0,57,4,203,21,0,4,6,1251,335,20,0,22,6,0,0,0,1,0,7
PI,CURIMATA,2440,438,0,86,17,213,17,0,0,8,1301,315,9,0,11,16,0,0,0,0,1,8
PI,CURRAIS,735,122,0,9,0,61,4,0,0,2,479,55,2,0,0,0,0,0,0,0,0,1
PI,CURRAL NOVO DO PIAUI,569,149,0,23,0,81,13,0,0,5,286,6,4,0,1,0,0,0,0,0,0,1
PI,CURRALINHOS,381,62,0,6,0,33,0,0,2,0,273,2,2,0,1,0,0,0,0,0,0,0
PI,DEMERVAL LOBAO,4368,1017,0,95,5,261,38,0,41,9,2587,224,43,0,22,11,0,0,0,0,4,11
PI,DIRCEU ARCOVERDE,1505,326,0,98,4,132,9,0,0,13,831,76,10,0,0,6,0,0,0,0,0,0
PI,DOM EXPEDITO LOPES,2213,718,0,78,18,171,38,0,0,16,955,159,9,0,25,20,2,0,0,0,0,4
PI,DOM INOCENCIO,1159,193,0,107,0,241,30,0,1,32,524,8,20,0,2,0,0,0,0,0,1,0
PI,DOMINGOS MOURAO,491,104,0,5,0,58,2,0,0,1,280,34,5,0,0,0,0,0,0,0,0,2
PI,ELESBAO VELOSO,4462,976,0,79,1,378,28,0,15,11,2637,304,12,0,10,3,0,0,0,0,2,6
PI,ELISEU MARTINS,945,192,0,18,3,60,1,0,0,4,605,43,3,0,6,8,0,0,0,1,0,1
PI,ESPERANTINA,13428,2698,0,280,40,866,86,0,5,37,7113,2119,71,0,29,33,1,1,0,0,13,36
PI,FARTURA DO PIAUI,671,157,0,34,0,63,4,0,0,13,356,34,8,0,1,0,0,0,0,0,0,1
PI,FLORES DO PIAUI,660,185,0,18,0,81,3,0,4,8,335,19,3,0,3,0,0,0,0,0,0,1
PI,FLORESTA DO PIAUI,580,126,0,13,0,56,3,0,0,7,331,36,4,0,2,0,0,0,0,1,0,1
PI,FLORIANO,42366,10654,0,1272,163,3023,406,0,147,126,21462,4211,87,0,348,244,4,0,0,0,22,197
PI,FRANCINOPOLIS,1029,174,0,20,0,76,9,0,3,13,605,125,3,0,0,0,0,0,0,1,0,0
PI,FRANCISCO AYRES,810,156,0,11,0,59,4,0,1,10,465,89,7,0,8,0,0,0,0,0,0,0
PI,FRANCISCO MACEDO,631,243,0,41,4,47,4,0,0,11,245,13,10,0,6,6,0,0,0,1,0,0
PI,FRANCISCO SANTOS,1557,533,0,95,7,192,12,0,0,10,550,123,8,0,12,9,0,0,0,0,0,6
PI,FRONTEIRAS,4130,1011,0,201,90,367,44,0,1,38,2068,154,20,0,45,70,0,0,0,3,1,17
PI,GEMINIANO,1945,436,0,42,0,116,25,0,0,16,1155,129,11,0,8,2,0,0,0,1,2,2
PI,GILBUES,1931,332,0,25,17,168,16,0,0,9,1126,181,17,0,13,22,0,0,0,0,0,5
PI,GUADALUPE,3783,782,0,112,7,337,21,0,5,14,1994,456,10,0,18,13,0,0,0,0,6,8
PI,GUARIBAS,790,89,0,15,0,108,17,0,0,0,548,8,5,0,0,0,0,0,0,0,0,0
PI,HUGO NAPOLEAO,1208,269,0,11,0,56,1,0,2,1,774,86,2,0,2,0,0,0,0,0,2,2
PI,ILHA GRANDE,2319,373,0,19,0,84,24,0,7,9,1501,277,11,0,5,0,0,0,0,0,1,8
PI,INHUMA,3996,1102,0,123,9,452,54,0,5,9,1677,502,21,0,13,17,0,0,0,0,2,10
PI,IPIRANGA DO PIAUI,2000,643,0,74,1,181,18,0,1,16,821,225,11,0,6,0,0,0,0,0,0,3
